Date,ATM_ID,Event_Type,Event_Detail,Amount,Status,Response_Time(mins)
20-07-2023,ATM_8,Error,Successful Transaction,3342.794629,Pending,30
20-07-2023,ATM_9,Error,Successful Transaction,,Failed,9
20-07-2023,ATM_9,Error,Cash Loaded,,Failed,56
20-07-2023,ATM_9,Cash Replenishment,Cash Loaded,,Pending,58
20-07-2023,ATM_9,Cash Replenishment,Card Reader Error,1489.998683,Failed,23
20-07-2023,ATM_10,Transaction,Cash Loaded,3202.364063,Failed,20
20-07-2023,ATM_10,Maintenance,Dispensing Error,3725.642332,Pending,15
20-07-2023,ATM_10,Error,Cash Loaded,4428.3671,Pending,35
20-07-2023,ATM_10,Error,Dispensing Error,2992.627626,Completed,43
21-07-2023,ATM_1,Error,Cash Loaded,,Pending,44
21-07-2023,ATM_1,Transaction,Dispensing Error,4559.113993,Completed,53
21-07-2023,ATM_1,Cash Replenishment,Routine Maintenance,,Failed,48
21-07-2023,ATM_2,Error,Routine Maintenance,,Pending,37
21-07-2023,ATM_2,Maintenance,Dispensing Error,,Pending,37
21-07-2023,ATM_3,Maintenance,Cash Loaded,,Failed,36
21-07-2023,ATM_3,Error,Card Reader Error,3849.260728,Pending,34
21-07-2023,ATM_3,Maintenance,Successful Transaction,1914.906658,Completed,24
21-07-2023,ATM_4,Cash Replenishment,Card Reader Error,,Completed,17
21-07-2023,ATM_4,Cash Replenishment,Dispensing Error,1977.540194,Failed,38
21-07-2023,ATM_4,Cash Replenishment,Card Reader Error,3699.920315,Completed,42
21-07-2023,ATM_5,Error,Dispensing Error,4351.468219,Completed,9
21-07-2023,ATM_5,Cash Replenishment,Card Reader Error,1751.426397,Completed,5
21-07-2023,ATM_5,Transaction,Routine Maintenance,4691.131746,Completed,33
21-07-2023,ATM_5,Transaction,Card Reader Error,,Pending,52
21-07-2023,ATM_6,Maintenance,Cash Loaded,4593.625283,Failed,39
21-07-2023,ATM_6,Transaction,Dispensing Error,,Completed,21
21-07-2023,ATM_6,Transaction,Card Reader Error,,Completed,21
21-07-2023,ATM_7,Cash Replenishment,Successful Transaction,4789.511008,Failed,33
21-07-2023,ATM_8,Maintenance,Card Reader Error,769.9278827,Failed,48
21-07-2023,ATM_8,Cash Replenishment,Dispensing Error,4048.533022,Failed,41
21-07-2023,ATM_8,Transaction,Dispensing Error,419.8282681,Pending,45
21-07-2023,ATM_8,Maintenance,Routine Maintenance,2006.575766,Completed,34
21-07-2023,ATM_9,Transaction,Cash Loaded,3212.02726,Pending,18
21-07-2023,ATM_9,Error,Successful Transaction,,Pending,60
21-07-2023,ATM_9,Cash Replenishment,Card Reader Error,,Pending,7
21-07-2023,ATM_9,Cash Replenishment,Cash Loaded,,Failed,45
21-07-2023,ATM_10,Cash Replenishment,Dispensing Error,,Pending,44
21-07-2023,ATM_10,Transaction,Routine Maintenance,,Completed,25
21-07-2023,ATM_10,Error,Successful Transaction,,Failed,36
21-07-2023,ATM_10,Transaction,Dispensing Error,,Failed,59
22-07-2023,ATM_1,Transaction,Successful Transaction,3122.568168,Pending,13
22-07-2023,ATM_1,Cash Replenishment,Routine Maintenance,4677.626555,Failed,10
22-07-2023,ATM_2,Maintenance,Dispensing Error,2441.641055,Pending,42
22-07-2023,ATM_2,Error,Routine Maintenance,,Pending,50
22-07-2023,ATM_2,Error,Card Reader Error,,Failed,34
22-07-2023,ATM_2,Transaction,Card Reader Error,912.5343249,Completed,36
22-07-2023,ATM_3,Cash Replenishment,Card Reader Error,,Pending,34
22-07-2023,ATM_3,Transaction,Cash Loaded,,Pending,15
22-07-2023,ATM_3,Cash Replenishment,Successful Transaction,1567.297632,Completed,29
22-07-2023,ATM_4,Cash Replenishment,Cash Loaded,,Pending,16
22-07-2023,ATM_4,Transaction,Card Reader Error,3860.211497,Failed,41
22-07-2023,ATM_4,Error,Routine Maintenance,260.3928771,Completed,9
22-07-2023,ATM_4,Error,Dispensing Error,,Pending,41
22-07-2023,ATM_4,Cash Replenishment,Cash Loaded,,Pending,52
22-07-2023,ATM_5,Maintenance,Card Reader Error,1926.632201,Failed,39
22-07-2023,ATM_6,Transaction,Successful Transaction,,Failed,15
22-07-2023,ATM_6,Transaction,Card Reader Error,,Completed,53
22-07-2023,ATM_6,Cash Replenishment,Dispensing Error,574.7665178,Failed,9
22-07-2023,ATM_6,Maintenance,Successful Transaction,3534.268588,Failed,21
22-07-2023,ATM_7,Transaction,Card Reader Error,,Completed,17
22-07-2023,ATM_7,Maintenance,Card Reader Error,3900.280179,Completed,16
22-07-2023,ATM_8,Transaction,Card Reader Error,3392.921722,Failed,44
22-07-2023,ATM_8,Maintenance,Cash Loaded,2239.007156,Failed,31
22-07-2023,ATM_8,Cash Replenishment,Routine Maintenance,,Completed,43
22-07-2023,ATM_8,Maintenance,Successful Transaction,,Pending,39
22-07-2023,ATM_8,Maintenance,Card Reader Error,,Failed,51
22-07-2023,ATM_9,Transaction,Cash Loaded,,Pending,23
22-07-2023,ATM_10,Cash Replenishment,Dispensing Error,,Failed,10
23-07-2023,ATM_1,Maintenance,Routine Maintenance,737.9638153,Pending,10
23-07-2023,ATM_1,Maintenance,Cash Loaded,4002.371226,Failed,25
23-07-2023,ATM_1,Error,Successful Transaction,1587.330816,Pending,38
23-07-2023,ATM_2,Cash Replenishment,Cash Loaded,4651.892903,Pending,28
23-07-2023,ATM_2,Cash Replenishment,Successful Transaction,3087.654847,Failed,27
23-07-2023,ATM_2,Maintenance,Successful Transaction,,Pending,39
23-07-2023,ATM_3,Error,Successful Transaction,,Pending,15
23-07-2023,ATM_3,Maintenance,Routine Maintenance,,Failed,18
23-07-2023,ATM_3,Error,Routine Maintenance,,Completed,12
23-07-2023,ATM_3,Cash Replenishment,Card Reader Error,,Completed,25
23-07-2023,ATM_3,Maintenance,Dispensing Error,4331.214506,Failed,8
23-07-2023,ATM_4,Transaction,Cash Loaded,3575.627759,Failed,56
23-07-2023,ATM_4,Maintenance,Cash Loaded,,Failed,27
23-07-2023,ATM_4,Cash Replenishment,Card Reader Error,,Pending,19
23-07-2023,ATM_4,Error,Dispensing Error,3785.535941,Failed,39
23-07-2023,ATM_4,Transaction,Routine Maintenance,4634.436369,Failed,9
23-07-2023,ATM_5,Maintenance,Successful Transaction,,Completed,29
23-07-2023,ATM_5,Transaction,Cash Loaded,,Completed,32
23-07-2023,ATM_5,Transaction,Card Reader Error,,Completed,32
23-07-2023,ATM_6,Transaction,Successful Transaction,,Failed,57
23-07-2023,ATM_6,Maintenance,Successful Transaction,4902.668397,Failed,43
23-07-2023,ATM_6,Transaction,Card Reader Error,580.9120391,Pending,46
23-07-2023,ATM_6,Maintenance,Card Reader Error,4611.327643,Completed,30
23-07-2023,ATM_6,Maintenance,Routine Maintenance,,Completed,56
23-07-2023,ATM_7,Transaction,Dispensing Error,,Failed,47
23-07-2023,ATM_7,Maintenance,Cash Loaded,1707.88976,Pending,28
23-07-2023,ATM_7,Transaction,Routine Maintenance,,Failed,49
23-07-2023,ATM_8,Error,Card Reader Error,1788.990155,Failed,50
23-07-2023,ATM_9,Maintenance,Dispensing Error,3029.968357,Failed,55
23-07-2023,ATM_9,Transaction,Card Reader Error,,Completed,34
23-07-2023,ATM_10,Maintenance,Routine Maintenance,,Completed,23
23-07-2023,ATM_10,Maintenance,Routine Maintenance,,Completed,27
23-07-2023,ATM_10,Transaction,Successful Transaction,,Completed,32
23-07-2023,ATM_10,Error,Successful Transaction,,Failed,54
23-07-2023,ATM_10,Error,Card Reader Error,4086.349972,Completed,47
24-07-2023,ATM_1,Transaction,Successful Transaction,,Pending,8
24-07-2023,ATM_1,Cash Replenishment,Cash Loaded,1452.550032,Completed,16
24-07-2023,ATM_1,Transaction,Card Reader Error,,Failed,42
24-07-2023,ATM_1,Transaction,Dispensing Error,893.3523212,Pending,39
24-07-2023,ATM_2,Maintenance,Dispensing Error,4008.793795,Completed,51
24-07-2023,ATM_3,Maintenance,Card Reader Error,2300.943598,Completed,30
24-07-2023,ATM_3,Error,Routine Maintenance,,Completed,8
24-07-2023,ATM_3,Error,Routine Maintenance,4502.074523,Pending,24
24-07-2023,ATM_4,Transaction,Cash Loaded,2433.394609,Pending,28
24-07-2023,ATM_4,Error,Dispensing Error,4935.491203,Completed,34
24-07-2023,ATM_4,Transaction,Dispensing Error,,Completed,38
24-07-2023,ATM_4,Maintenance,Successful Transaction,,Failed,20
24-07-2023,ATM_5,Transaction,Dispensing Error,4106.32164,Pending,39
24-07-2023,ATM_5,Transaction,Dispensing Error,,Failed,39
24-07-2023,ATM_5,Transaction,Routine Maintenance,,Failed,19
24-07-2023,ATM_6,Transaction,Successful Transaction,,Pending,53
24-07-2023,ATM_7,Maintenance,Cash Loaded,4842.675649,Completed,8
24-07-2023,ATM_7,Transaction,Routine Maintenance,,Completed,51
24-07-2023,ATM_7,Error,Successful Transaction,,Failed,32
24-07-2023,ATM_8,Maintenance,Cash Loaded,,Pending,19
24-07-2023,ATM_8,Cash Replenishment,Dispensing Error,,Completed,53
24-07-2023,ATM_8,Transaction,Routine Maintenance,4387.799289,Completed,20
24-07-2023,ATM_9,Transaction,Card Reader Error,736.5855871,Pending,50
24-07-2023,ATM_10,Transaction,Routine Maintenance,,Completed,38
24-07-2023,ATM_10,Transaction,Dispensing Error,3121.647019,Pending,12
25-07-2023,ATM_1,Transaction,Dispensing Error,2727.020903,Pending,34
25-07-2023,ATM_1,Cash Replenishment,Dispensing Error,,Failed,23
25-07-2023,ATM_1,Maintenance,Routine Maintenance,4758.071999,Pending,24
25-07-2023,ATM_2,Maintenance,Successful Transaction,,Pending,54
25-07-2023,ATM_2,Transaction,Dispensing Error,3058.433299,Pending,36
25-07-2023,ATM_2,Maintenance,Successful Transaction,357.0052706,Completed,56
25-07-2023,ATM_2,Transaction,Routine Maintenance,594.669914,Failed,38
25-07-2023,ATM_2,Cash Replenishment,Dispensing Error,4060.732053,Pending,21
25-07-2023,ATM_3,Maintenance,Routine Maintenance,2754.783274,Failed,35
25-07-2023,ATM_3,Maintenance,Card Reader Error,,Completed,28
25-07-2023,ATM_3,Maintenance,Cash Loaded,,Completed,25
25-07-2023,ATM_4,Error,Card Reader Error,4159.419186,Completed,54
25-07-2023,ATM_4,Error,Card Reader Error,,Failed,57
25-07-2023,ATM_5,Maintenance,Cash Loaded,,Completed,7
25-07-2023,ATM_5,Maintenance,Card Reader Error,3620.713011,Completed,31
25-07-2023,ATM_5,Cash Replenishment,Card Reader Error,2857.897427,Failed,5
25-07-2023,ATM_6,Transaction,Cash Loaded,,Pending,30
25-07-2023,ATM_6,Maintenance,Routine Maintenance,,Completed,5
25-07-2023,ATM_6,Transaction,Routine Maintenance,,Completed,22
25-07-2023,ATM_6,Error,Card Reader Error,2500.00294,Completed,27
25-07-2023,ATM_6,Maintenance,Routine Maintenance,3175.026507,Completed,20
25-07-2023,ATM_7,Maintenance,Successful Transaction,430.121373,Completed,36
25-07-2023,ATM_8,Cash Replenishment,Successful Transaction,,Pending,35
25-07-2023,ATM_9,Cash Replenishment,Card Reader Error,3288.274784,Completed,32
25-07-2023,ATM_9,Cash Replenishment,Routine Maintenance,,Pending,5
25-07-2023,ATM_10,Transaction,Dispensing Error,,Pending,5
25-07-2023,ATM_10,Cash Replenishment,Card Reader Error,3998.855866,Pending,24
25-07-2023,ATM_10,Error,Card Reader Error,,Failed,31
25-07-2023,ATM_10,Cash Replenishment,Dispensing Error,3004.388706,Completed,42
25-07-2023,ATM_10,Error,Card Reader Error,3200.510687,Completed,40
26-07-2023,ATM_1,Transaction,Routine Maintenance,,Completed,26
26-07-2023,ATM_2,Maintenance,Card Reader Error,,Pending,32
26-07-2023,ATM_2,Maintenance,Routine Maintenance,,Pending,8
26-07-2023,ATM_3,Transaction,Card Reader Error,2178.622983,Completed,45
26-07-2023,ATM_4,Error,Card Reader Error,1005.827483,Pending,30
26-07-2023,ATM_5,Cash Replenishment,Successful Transaction,,Failed,42
26-07-2023,ATM_5,Cash Replenishment,Routine Maintenance,427.8104033,Completed,19
26-07-2023,ATM_5,Transaction,Successful Transaction,,Pending,51
26-07-2023,ATM_5,Error,Cash Loaded,118.4970943,Completed,22
26-07-2023,ATM_5,Maintenance,Dispensing Error,,Completed,29
26-07-2023,ATM_6,Cash Replenishment,Routine Maintenance,1448.571593,Completed,48
26-07-2023,ATM_6,Transaction,Card Reader Error,,Failed,47
26-07-2023,ATM_6,Maintenance,Dispensing Error,1340.132289,Pending,23
26-07-2023,ATM_7,Maintenance,Card Reader Error,,Failed,7
26-07-2023,ATM_7,Transaction,Card Reader Error,,Completed,48
26-07-2023,ATM_7,Maintenance,Routine Maintenance,,Failed,6
26-07-2023,ATM_7,Transaction,Routine Maintenance,3295.460659,Pending,7
26-07-2023,ATM_7,Transaction,Routine Maintenance,,Completed,10
26-07-2023,ATM_8,Maintenance,Cash Loaded,,Pending,49
26-07-2023,ATM_8,Cash Replenishment,Routine Maintenance,3445.74971,Failed,14
26-07-2023,ATM_9,Transaction,Card Reader Error,,Failed,16
26-07-2023,ATM_9,Maintenance,Dispensing Error,,Failed,9
26-07-2023,ATM_10,Transaction,Cash Loaded,677.4357265,Pending,46
26-07-2023,ATM_10,Transaction,Cash Loaded,,Pending,53
26-07-2023,ATM_10,Transaction,Card Reader Error,1000.274705,Pending,19
26-07-2023,ATM_10,Maintenance,Card Reader Error,,Completed,33
26-07-2023,ATM_10,Error,Routine Maintenance,,Pending,39
27-07-2023,ATM_1,Error,Card Reader Error,,Completed,59
27-07-2023,ATM_1,Cash Replenishment,Routine Maintenance,,Completed,29
27-07-2023,ATM_1,Cash Replenishment,Cash Loaded,,Completed,8
27-07-2023,ATM_2,Maintenance,Card Reader Error,701.5640936,Failed,43
27-07-2023,ATM_2,Error,Card Reader Error,,Pending,54
27-07-2023,ATM_2,Maintenance,Dispensing Error,934.3414844,Failed,30
27-07-2023,ATM_2,Error,Routine Maintenance,3829.750085,Pending,58
27-07-2023,ATM_3,Error,Dispensing Error,1613.813395,Completed,47
27-07-2023,ATM_3,Cash Replenishment,Dispensing Error,,Failed,13
27-07-2023,ATM_4,Transaction,Routine Maintenance,870.8287267,Completed,27
27-07-2023,ATM_4,Maintenance,Card Reader Error,1654.280719,Completed,54
27-07-2023,ATM_4,Cash Replenishment,Cash Loaded,3819.903425,Pending,55
27-07-2023,ATM_4,Maintenance,Dispensing Error,921.172603,Failed,44
27-07-2023,ATM_4,Error,Successful Transaction,,Failed,17
27-07-2023,ATM_5,Cash Replenishment,Routine Maintenance,,Completed,23
27-07-2023,ATM_6,Cash Replenishment,Routine Maintenance,,Pending,12
27-07-2023,ATM_6,Transaction,Routine Maintenance,,Pending,31
27-07-2023,ATM_7,Cash Replenishment,Successful Transaction,2467.852718,Pending,57
27-07-2023,ATM_7,Error,Dispensing Error,1304.0117,Pending,55
27-07-2023,ATM_8,Error,Dispensing Error,,Completed,21
27-07-2023,ATM_8,Error,Dispensing Error,,Pending,46
27-07-2023,ATM_8,Cash Replenishment,Dispensing Error,,Failed,57
27-07-2023,ATM_9,Error,Card Reader Error,,Pending,36
27-07-2023,ATM_9,Error,Card Reader Error,2711.725529,Pending,11
27-07-2023,ATM_10,Error,Routine Maintenance,,Failed,51
27-07-2023,ATM_10,Error,Dispensing Error,4003.414393,Completed,59
27-07-2023,ATM_10,Maintenance,Dispensing Error,,Pending,5
28-07-2023,ATM_1,Maintenance,Successful Transaction,1868.365869,Completed,5
28-07-2023,ATM_1,Maintenance,Routine Maintenance,,Failed,58
28-07-2023,ATM_1,Error,Routine Maintenance,3754.526538,Failed,14
28-07-2023,ATM_1,Cash Replenishment,Successful Transaction,4424.454698,Pending,53
28-07-2023,ATM_1,Cash Replenishment,Routine Maintenance,,Pending,32
28-07-2023,ATM_2,Transaction,Routine Maintenance,1052.046536,Pending,18
28-07-2023,ATM_2,Transaction,Cash Loaded,2923.76641,Failed,42
28-07-2023,ATM_3,Cash Replenishment,Successful Transaction,,Pending,28
28-07-2023,ATM_3,Error,Successful Transaction,,Failed,12
28-07-2023,ATM_4,Error,Cash Loaded,,Pending,12
28-07-2023,ATM_5,Cash Replenishment,Card Reader Error,2681.683437,Completed,22
28-07-2023,ATM_5,Transaction,Dispensing Error,,Completed,57
28-07-2023,ATM_5,Error,Routine Maintenance,3425.552489,Completed,57
28-07-2023,ATM_5,Maintenance,Card Reader Error,3097.621669,Failed,56
28-07-2023,ATM_5,Error,Successful Transaction,,Completed,8
28-07-2023,ATM_6,Error,Cash Loaded,,Pending,13
28-07-2023,ATM_6,Maintenance,Dispensing Error,3419.775707,Failed,10
28-07-2023,ATM_7,Maintenance,Routine Maintenance,,Pending,18
28-07-2023,ATM_7,Maintenance,Cash Loaded,,Pending,31
28-07-2023,ATM_7,Error,Dispensing Error,,Pending,55
28-07-2023,ATM_7,Transaction,Dispensing Error,3518.179874,Pending,49
28-07-2023,ATM_8,Maintenance,Dispensing Error,2010.312903,Completed,44
28-07-2023,ATM_8,Cash Replenishment,Routine Maintenance,4251.101533,Pending,41
28-07-2023,ATM_9,Maintenance,Routine Maintenance,1129.774339,Completed,45
28-07-2023,ATM_9,Maintenance,Successful Transaction,,Completed,56
28-07-2023,ATM_10,Cash Replenishment,Routine Maintenance,1754.716534,Failed,14
28-07-2023,ATM_10,Cash Replenishment,Successful Transaction,881.4278485,Completed,58
29-07-2023,ATM_1,Error,Routine Maintenance,,Completed,13
29-07-2023,ATM_2,Cash Replenishment,Dispensing Error,900.8833648,Failed,17
29-07-2023,ATM_2,Maintenance,Routine Maintenance,1953.862213,Pending,45
29-07-2023,ATM_2,Maintenance,Cash Loaded,1314.18555,Completed,42
29-07-2023,ATM_2,Cash Replenishment,Card Reader Error,,Pending,20
29-07-2023,ATM_3,Transaction,Successful Transaction,3738.461738,Completed,56
29-07-2023,ATM_3,Cash Replenishment,Card Reader Error,,Completed,48
29-07-2023,ATM_3,Error,Successful Transaction,,Completed,39
29-07-2023,ATM_4,Cash Replenishment,Cash Loaded,4672.55439,Failed,39
29-07-2023,ATM_4,Cash Replenishment,Successful Transaction,281.419186,Pending,38
29-07-2023,ATM_4,Cash Replenishment,Routine Maintenance,,Pending,53
29-07-2023,ATM_5,Error,Card Reader Error,3747.28473,Pending,14
29-07-2023,ATM_5,Transaction,Dispensing Error,,Failed,47
29-07-2023,ATM_5,Transaction,Cash Loaded,,Failed,43
29-07-2023,ATM_5,Maintenance,Successful Transaction,561.5673759,Failed,55
29-07-2023,ATM_5,Error,Successful Transaction,211.2950314,Pending,25
29-07-2023,ATM_6,Cash Replenishment,Dispensing Error,,Failed,36
29-07-2023,ATM_6,Error,Routine Maintenance,2307.458084,Pending,5
29-07-2023,ATM_6,Error,Cash Loaded,,Completed,19
29-07-2023,ATM_6,Cash Replenishment,Dispensing Error,1961.995922,Pending,39
29-07-2023,ATM_7,Maintenance,Successful Transaction,,Failed,59
29-07-2023,ATM_7,Transaction,Routine Maintenance,,Completed,18
29-07-2023,ATM_7,Maintenance,Dispensing Error,,Failed,37
29-07-2023,ATM_8,Transaction,Successful Transaction,4905.573416,Failed,49
29-07-2023,ATM_8,Cash Replenishment,Routine Maintenance,2430.823759,Failed,39
29-07-2023,ATM_8,Error,Card Reader Error,,Pending,45
29-07-2023,ATM_8,Transaction,Cash Loaded,,Pending,37
29-07-2023,ATM_9,Cash Replenishment,Dispensing Error,4038.25021,Pending,54
29-07-2023,ATM_9,Error,Successful Transaction,986.9414575,Completed,15
29-07-2023,ATM_9,Transaction,Cash Loaded,,Failed,42
29-07-2023,ATM_9,Error,Successful Transaction,1686.904893,Pending,40
29-07-2023,ATM_9,Transaction,Cash Loaded,678.3621239,Completed,49
29-07-2023,ATM_10,Error,Routine Maintenance,4032.792782,Pending,35
29-07-2023,ATM_10,Error,Cash Loaded,4787.444566,Pending,17
29-07-2023,ATM_10,Cash Replenishment,Successful Transaction,332.2191315,Pending,20
29-07-2023,ATM_10,Cash Replenishment,Successful Transaction,2714.539096,Failed,34
29-07-2023,ATM_10,Error,Routine Maintenance,1081.472389,Failed,54
30-07-2023,ATM_1,Transaction,Cash Loaded,,Completed,12
30-07-2023,ATM_1,Maintenance,Card Reader Error,3167.484312,Completed,17
30-07-2023,ATM_2,Maintenance,Routine Maintenance,3189.638945,Failed,44
30-07-2023,ATM_2,Maintenance,Cash Loaded,,Pending,35
30-07-2023,ATM_2,Maintenance,Card Reader Error,1059.715369,Completed,26
30-07-2023,ATM_2,Maintenance,Routine Maintenance,,Pending,25
30-07-2023,ATM_2,Maintenance,Routine Maintenance,,Failed,18
30-07-2023,ATM_3,Maintenance,Routine Maintenance,3125.37878,Pending,34
30-07-2023,ATM_3,Transaction,Successful Transaction,4847.014783,Failed,17
30-07-2023,ATM_4,Transaction,Cash Loaded,215.7889199,Pending,60
30-07-2023,ATM_4,Cash Replenishment,Cash Loaded,555.8084104,Pending,7
30-07-2023,ATM_5,Error,Routine Maintenance,4992.694164,Failed,32
30-07-2023,ATM_5,Cash Replenishment,Cash Loaded,,Failed,8
30-07-2023,ATM_5,Cash Replenishment,Cash Loaded,,Failed,8
30-07-2023,ATM_5,Error,Routine Maintenance,1717.193305,Pending,47
30-07-2023,ATM_5,Maintenance,Successful Transaction,,Completed,42
30-07-2023,ATM_6,Transaction,Routine Maintenance,,Completed,57
30-07-2023,ATM_7,Error,Routine Maintenance,4301.60583,Completed,53
30-07-2023,ATM_7,Transaction,Card Reader Error,,Completed,47
30-07-2023,ATM_7,Error,Card Reader Error,,Completed,49
30-07-2023,ATM_7,Cash Replenishment,Routine Maintenance,799.1668323,Completed,29
30-07-2023,ATM_7,Maintenance,Routine Maintenance,4679.406601,Pending,21
30-07-2023,ATM_8,Cash Replenishment,Routine Maintenance,678.334141,Pending,37
30-07-2023,ATM_9,Error,Cash Loaded,,Failed,59
30-07-2023,ATM_10,Transaction,Routine Maintenance,,Completed,47
30-07-2023,ATM_10,Transaction,Cash Loaded,170.7321182,Completed,18
31-07-2023,ATM_1,Maintenance,Dispensing Error,1050.560746,Pending,52
31-07-2023,ATM_1,Transaction,Routine Maintenance,1602.315818,Failed,60
31-07-2023,ATM_1,Maintenance,Dispensing Error,,Completed,7
31-07-2023,ATM_1,Maintenance,Successful Transaction,,Failed,38
31-07-2023,ATM_2,Cash Replenishment,Dispensing Error,1066.928753,Pending,39
31-07-2023,ATM_2,Transaction,Dispensing Error,,Pending,12
31-07-2023,ATM_2,Transaction,Successful Transaction,,Failed,47
31-07-2023,ATM_2,Error,Cash Loaded,204.233886,Completed,36
31-07-2023,ATM_2,Maintenance,Dispensing Error,,Completed,47
31-07-2023,ATM_3,Cash Replenishment,Card Reader Error,,Completed,16
31-07-2023,ATM_3,Maintenance,Successful Transaction,1871.775069,Pending,22
31-07-2023,ATM_3,Error,Card Reader Error,3248.293678,Pending,39
31-07-2023,ATM_3,Maintenance,Dispensing Error,2464.107925,Failed,11
31-07-2023,ATM_3,Transaction,Routine Maintenance,,Failed,35
31-07-2023,ATM_4,Maintenance,Routine Maintenance,,Pending,47
31-07-2023,ATM_4,Maintenance,Cash Loaded,,Failed,42
31-07-2023,ATM_4,Transaction,Card Reader Error,3173.378419,Pending,44
31-07-2023,ATM_4,Transaction,Card Reader Error,,Completed,49
31-07-2023,ATM_5,Cash Replenishment,Card Reader Error,,Pending,15
31-07-2023,ATM_5,Error,Routine Maintenance,,Completed,30
31-07-2023,ATM_5,Maintenance,Routine Maintenance,,Completed,52
31-07-2023,ATM_5,Error,Cash Loaded,,Pending,31
31-07-2023,ATM_5,Maintenance,Dispensing Error,,Pending,44
31-07-2023,ATM_6,Cash Replenishment,Dispensing Error,3092.366962,Pending,20
31-07-2023,ATM_6,Error,Card Reader Error,3843.450622,Pending,48
31-07-2023,ATM_6,Cash Replenishment,Routine Maintenance,,Completed,5
31-07-2023,ATM_6,Maintenance,Card Reader Error,,Failed,52
31-07-2023,ATM_6,Cash Replenishment,Cash Loaded,1181.927215,Completed,23
31-07-2023,ATM_7,Cash Replenishment,Cash Loaded,4930.586403,Failed,13
31-07-2023,ATM_8,Error,Successful Transaction,4732.269688,Completed,23
31-07-2023,ATM_8,Cash Replenishment,Card Reader Error,2200.284272,Pending,23
31-07-2023,ATM_8,Maintenance,Card Reader Error,3520.885794,Completed,19
31-07-2023,ATM_8,Transaction,Successful Transaction,4477.230684,Failed,40
31-07-2023,ATM_9,Maintenance,Dispensing Error,833.2847605,Pending,5
31-07-2023,ATM_10,Cash Replenishment,Cash Loaded,,Failed,55
31-07-2023,ATM_10,Cash Replenishment,Cash Loaded,3086.699842,Pending,51
31-07-2023,ATM_10,Error,Successful Transaction,1877.423767,Failed,25
31-07-2023,ATM_10,Cash Replenishment,Cash Loaded,,Failed,25
01-08-2023,ATM_1,Cash Replenishment,Dispensing Error,,Failed,16
01-08-2023,ATM_1,Transaction,Routine Maintenance,,Completed,31
01-08-2023,ATM_1,Cash Replenishment,Routine Maintenance,,Failed,30
01-08-2023,ATM_1,Maintenance,Routine Maintenance,,Pending,56
01-08-2023,ATM_1,Maintenance,Successful Transaction,,Failed,54
01-08-2023,ATM_2,Maintenance,Routine Maintenance,,Pending,11
01-08-2023,ATM_2,Cash Replenishment,Cash Loaded,,Pending,24
01-08-2023,ATM_2,Maintenance,Routine Maintenance,551.3598499,Completed,60
01-08-2023,ATM_2,Maintenance,Cash Loaded,,Completed,52
01-08-2023,ATM_3,Maintenance,Routine Maintenance,295.105098,Failed,58
01-08-2023,ATM_3,Maintenance,Cash Loaded,4927.128155,Completed,60
01-08-2023,ATM_3,Cash Replenishment,Cash Loaded,3447.912041,Pending,45
01-08-2023,ATM_4,Maintenance,Routine Maintenance,2725.571139,Pending,16
01-08-2023,ATM_4,Transaction,Successful Transaction,4654.074621,Completed,29
01-08-2023,ATM_5,Cash Replenishment,Dispensing Error,,Completed,34
01-08-2023,ATM_6,Transaction,Successful Transaction,3379.781622,Pending,29
01-08-2023,ATM_6,Maintenance,Cash Loaded,,Pending,27
01-08-2023,ATM_7,Error,Successful Transaction,,Pending,45
01-08-2023,ATM_7,Cash Replenishment,Card Reader Error,1682.240399,Failed,47
01-08-2023,ATM_7,Cash Replenishment,Successful Transaction,4872.572973,Failed,15
01-08-2023,ATM_8,Maintenance,Successful Transaction,3682.770262,Pending,54
01-08-2023,ATM_8,Maintenance,Card Reader Error,,Completed,36
01-08-2023,ATM_8,Maintenance,Card Reader Error,,Failed,5
01-08-2023,ATM_9,Maintenance,Card Reader Error,,Completed,17
01-08-2023,ATM_9,Error,Successful Transaction,4068.134711,Failed,28
01-08-2023,ATM_9,Transaction,Cash Loaded,,Pending,5
01-08-2023,ATM_9,Maintenance,Card Reader Error,,Failed,30
01-08-2023,ATM_9,Error,Cash Loaded,,Failed,27
01-08-2023,ATM_10,Maintenance,Successful Transaction,1851.264355,Failed,21
01-08-2023,ATM_10,Cash Replenishment,Card Reader Error,1038.340644,Failed,13
01-08-2023,ATM_10,Cash Replenishment,Card Reader Error,,Pending,60
01-08-2023,ATM_10,Transaction,Card Reader Error,2763.884536,Pending,57
01-08-2023,ATM_10,Error,Routine Maintenance,152.4408317,Failed,17
02-08-2023,ATM_1,Maintenance,Routine Maintenance,3455.335383,Pending,43
02-08-2023,ATM_1,Cash Replenishment,Successful Transaction,,Pending,33
02-08-2023,ATM_1,Error,Cash Loaded,3338.644458,Completed,30
02-08-2023,ATM_1,Error,Card Reader Error,576.7793119,Failed,33
02-08-2023,ATM_2,Maintenance,Routine Maintenance,,Completed,59
02-08-2023,ATM_3,Cash Replenishment,Cash Loaded,2573.072038,Failed,26
02-08-2023,ATM_3,Maintenance,Routine Maintenance,,Pending,28
02-08-2023,ATM_3,Error,Successful Transaction,505.6679019,Completed,33
02-08-2023,ATM_3,Transaction,Cash Loaded,,Failed,40
